תאריך,פריט,סוג_תנועה,כמות,יחידה,עובד,סיבה_הערה
2026-01-15,פולי רובוסטה,out,0.34,"ק""ג",נועה,שימוש שוטף
2026-01-15,פולי דקאף,out,0.34,"ק""ג",מיכל,שימוש שוטף
2026-01-15,קרואסון חמאה,out,28,יח׳,מיכל,שימוש שוטף
2026-01-15,קרואסון שוקולד,out,4,יח׳,מיכל,שימוש שוטף
2026-01-15,קרואסון שוקולד,out,4,יח׳,נועה,שימוש שוטף
2026-01-15,קרואסון שוקולד,out,4,יח׳,מיכל,שימוש שוטף
2026-01-15,מאפה גבינה,out,3,יח׳,נועה,שימוש שוטף
2026-01-15,מאפה גבינה,out,3,יח׳,נועה,שימוש שוטף
2026-01-15,מאפה גבינה,out,3,יח׳,נועה,שימוש שוטף
2026-01-15,לימונים,out,0.81,"ק""ג",נועה,שימוש שוטף
2026-01-15,לימונים,out,0.81,"ק""ג",מיכל,שימוש שוטף
2026-01-15,נענע,out,1.08,צרור,נועה,שימוש שוטף
2026-01-15,נענע,out,1.08,צרור,מיכל,שימוש שוטף
2026-01-15,נענע,out,1.08,צרור,נועה,שימוש שוטף
2026-01-15,סוכר לבן,out,0.96,"ק""ג",נועה,שימוש שוטף
2026-01-15,סוכריות סוכר,out,107,יח׳,מיכל,שימוש שוטף
2026-01-15,סירופ וניל,out,0.06,בקבוק,מיכל,שימוש שוטף
2026-01-15,סירופ וניל,out,0.06,בקבוק,נועה,שימוש שוטף
2026-01-15,סירופ וניל,out,0.06,בקבוק,מיכל,שימוש שוטף
2026-01-15,סירופ קרמל,out,0.19,בקבוק,מיכל,שימוש שוטף
2026-01-15,כוסות קטנות,out,12,יח׳,מיכל,שימוש שוטף
2026-01-15,כוסות קטנות,out,12,יח׳,נועה,שימוש שוטף
2026-01-15,כוסות קטנות,out,12,יח׳,מיכל,שימוש שוטף
2026-01-15,כוסות גדולות take-away,out,19,יח׳,מיכל,שימוש שוטף
2026-01-15,כוסות גדולות take-away,out,19,יח׳,נועה,שימוש שוטף
2026-01-15,כוסות גדולות take-away,out,19,יח׳,מיכל,שימוש שוטף
2026-01-15,מכסים,out,36,יח׳,נועה,שימוש שוטף
2026-01-15,מכסים,out,36,יח׳,נועה,שימוש שוטף
2026-01-15,מכסים,out,36,יח׳,נועה,שימוש שוטף
2026-01-15,מפיות,out,1,חבילה,מיכל,שימוש שוטף
2026-01-15,שקיות נייר,out,17,יח׳,מיכל,שימוש שוטף
2026-01-15,שקיות נייר,out,17,יח׳,מיכל,שימוש שוטף
2026-01-15,חלב סויה,waste,0.52,ליטר,נועה,תפוגה — נפתח ולא נגמר במשמרת
2026-01-16,חלב שקדים,in,12,ליטר,דני,משלוח רגיל
2026-01-16,חלב סויה,in,10,ליטר,מיכל,משלוח רגיל
2026-01-16,קרואסון חמאה,in,20,יח׳,מיכל,משלוח רגיל
2026-01-16,קרואסון שוקולד,in,15,יח׳,מיכל,משלוח רגיל
2026-01-16,מאפה גבינה,in,12,יח׳,דני,משלוח רגיל
2026-01-16,כוסות גדולות take-away,in,356,יח׳,דני,משלוח רגיל
2026-01-16,מכסים,in,496,יח׳,דני,משלוח רגיל
2026-01-16,חלב 3%,out,15.58,ליטר,מיכל,שימוש שוטף
2026-01-16,חלב שיבולת שועל,out,3.7,ליטר,דני,שימוש שוטף
2026-01-16,חלב שיבולת שועל,out,3.7,ליטר,מיכל,שימוש שוטף
2026-01-16,חלב שקדים,out,1.17,ליטר,מיכל,שימוש שוטף
2026-01-16,חלב שקדים,out,1.17,ליטר,דני,שימוש שוטף
2026-01-16,חלב סויה,out,1.57,ליטר,מיכל,שימוש שוטף
2026-01-16,חלב ללא לקטוז,out,0.32,ליטר,דני,שימוש שוטף
2026-01-16,חלב ללא לקטוז,out,0.32,ליטר,דני,שימוש שוטף
2026-01-16,חלב ללא לקטוז,out,0.32,ליטר,דני,שימוש שוטף
2026-01-16,שמנת מתוקה,out,0.59,ליטר,דני,שימוש שוטף
2026-01-16,שמנת מתוקה,out,0.59,ליטר,מיכל,שימוש שוטף
2026-01-16,שמנת מתוקה,out,0.59,ליטר,דני,שימוש שוטף
2026-01-16,פולי ערביקה,out,1.4,"ק""ג",מיכל,שימוש שוטף
2026-01-16,פולי ערביקה,out,1.4,"ק""ג",מיכל,שימוש שוטף
2026-01-16,פולי רובוסטה,out,0.5,"ק""ג",מיכל,שימוש שוטף
2026-01-16,פולי דקאף,out,0.16,"ק""ג",דני,שימוש שוטף
2026-01-16,פולי דקאף,out,0.16,"ק""ג",דני,שימוש שוטף
2026-01-16,קרואסון חמאה,out,27,יח׳,דני,שימוש שוטף
2026-01-16,קרואסון שוקולד,out,5,יח׳,מיכל,שימוש שוטף
2026-01-16,קרואסון שוקולד,out,5,יח׳,מיכל,שימוש שוטף
2026-01-16,קרואסון שוקולד,out,5,יח׳,מיכל,שימוש שוטף
2026-01-16,מאפה גבינה,out,4,יח׳,מיכל,שימוש שוטף
2026-01-16,מאפה גבינה,out,4,יח׳,דני,שימוש שוטף
2026-01-16,מאפה גבינה,out,4,יח׳,מיכל,שימוש שוטף
2026-01-16,לימונים,out,0.78,"ק""ג",מיכל,שימוש שוטף
2026-01-16,לימונים,out,0.78,"ק""ג",מיכל,שימוש שוטף
2026-01-16,נענע,out,1.5,צרור,מיכל,שימוש שוטף
2026-01-16,נענע,out,1.5,צרור,מיכל,שימוש שוטף
2026-01-16,סוכר לבן,out,0.4,"ק""ג",מיכל,שימוש שוטף
2026-01-16,סוכר לבן,out,0.4,"ק""ג",דני,שימוש שוטף
2026-01-16,סוכריות סוכר,out,35,יח׳,מיכל,שימוש שוטף
2026-01-16,סוכריות סוכר,out,35,יח׳,דני,שימוש שוטף
2026-01-16,סוכריות סוכר,out,35,יח׳,דני,שימוש שוטף
2026-01-16,סירופ וניל,out,0.06,בקבוק,דני,שימוש שוטף
2026-01-16,סירופ וניל,out,0.06,בקבוק,דני,שימוש שוטף
2026-01-16,סירופ וניל,out,0.06,בקבוק,מיכל,שימוש שוטף
2026-01-16,סירופ קרמל,out,0.08,בקבוק,מיכל,שימוש שוטף
2026-01-16,סירופ קרמל,out,0.08,בקבוק,מיכל,שימוש שוטף
2026-01-16,כוסות קטנות,out,18,יח׳,דני,שימוש שוטף
2026-01-16,כוסות קטנות,out,18,יח׳,דני,שימוש שוטף
2026-01-16,כוסות קטנות,out,18,יח׳,מיכל,שימוש שוטף
2026-01-16,כוסות גדולות take-away,out,73,יח׳,דני,שימוש שוטף
2026-01-16,מכסים,out,37,יח׳,דני,שימוש שוטף
2026-01-16,מכסים,out,37,יח׳,מיכל,שימוש שוטף
2026-01-16,מפיות,out,1,חבילה,מיכל,שימוש שוטף
2026-01-16,שקיות נייר,out,19,יח׳,מיכל,שימוש שוטף
2026-01-16,שקיות נייר,out,19,יח׳,דני,שימוש שוטף
2026-01-18,חלב 3%,in,30,ליטר,מיכל,משלוח רגיל
2026-01-18,חלב שיבולת שועל,in,16,ליטר,דני,משלוח רגיל — חסר מול ההזמנה
2026-01-18,שמנת מתוקה,in,6,ליטר,מיכל,משלוח רגיל
2026-01-18,קרואסון חמאה,in,23,יח׳,נועה,משלוח רגיל
2026-01-18,קרואסון שוקולד,in,14,יח׳,נועה,משלוח רגיל
2026-01-18,מאפה גבינה,in,12,יח׳,נועה,משלוח רגיל
2026-01-18,לימונים,in,4,"ק""ג",מיכל,משלוח רגיל
2026-01-18,נענע,in,9,צרור,דני,משלוח רגיל
2026-01-18,חלב 3%,out,15.73,ליטר,דני,שימוש שוטף
2026-01-18,חלב שיבולת שועל,out,4.0,ליטר,נועה,שימוש שוטף
2026-01-18,חלב שיבולת שועל,out,4.0,ליטר,טל,שימוש שוטף
2026-01-18,חלב שקדים,out,1.66,ליטר,מיכל,שימוש שוטף
2026-01-18,חלב שקדים,out,1.66,ליטר,מיכל,שימוש שוטף
2026-01-18,חלב סויה,out,1.07,ליטר,נועה,שימוש שוטף
2026-01-18,חלב סויה,out,1.07,ליטר,נועה,שימוש שוטף
2026-01-18,חלב ללא לקטוז,out,1.26,ליטר,טל,שימוש שוטף
2026-01-18,שמנת מתוקה,out,0.89,ליטר,נועה,שימוש שוטף
2026-01-18,שמנת מתוקה,out,0.89,ליטר,טל,שימוש שוטף
2026-01-18,פולי ערביקה,out,1.22,"ק""ג",דני,שימוש שוטף
2026-01-18,פולי ערביקה,out,1.22,"ק""ג",דני,שימוש שוטף
2026-01-18,פולי רובוסטה,out,0.36,"ק""ג",טל,שימוש שוטף
2026-01-18,פולי רובוסטה,out,0.36,"ק""ג",מיכל,שימוש שוטף
2026-01-18,פולי דקאף,out,0.19,"ק""ג",נועה,שימוש שוטף
2026-01-18,פולי דקאף,out,0.19,"ק""ג",טל,שימוש שוטף
2026-01-18,קרואסון חמאה,out,6,יח׳,דני,שימוש שוטף
2026-01-18,קרואסון חמאה,out,6,יח׳,נועה,שימוש שוטף
2026-01-18,קרואסון חמאה,out,6,יח׳,נועה,שימוש שוטף
2026-01-18,קרואסון שוקולד,out,4,יח׳,נועה,שימוש שוטף
2026-01-18,קרואסון שוקולד,out,4,יח׳,נועה,שימוש שוטף
2026-01-18,קרואסון שוקולד,out,4,יח׳,נועה,שימוש שוטף
2026-01-18,מאפה גבינה,out,5,יח׳,נועה,שימוש שוטף
2026-01-18,מאפה גבינה,out,5,יח׳,מיכל,שימוש שוטף
2026-01-18,מאפה גבינה,out,5,יח׳,מיכל,שימוש שוטף
2026-01-18,לימונים,out,0.67,"ק""ג",דני,שימוש שוטף
2026-01-18,לימונים,out,0.67,"ק""ג",טל,שימוש שוטף
2026-01-18,נענע,out,1.21,צרור,נועה,שימוש שוטף
2026-01-18,נענע,out,1.21,צרור,טל,שימוש שוטף
2026-01-18,נענע,out,1.21,צרור,דני,שימוש שוטף
2026-01-18,סוכר לבן,out,1.04,"ק""ג",נועה,שימוש שוטף
2026-01-18,סוכריות סוכר,out,51,יח׳,טל,שימוש שוטף
2026-01-18,סוכריות סוכר,out,51,יח׳,מיכל,שימוש שוטף
2026-01-18,סוכריות סוכר,out,51,יח׳,נועה,שימוש שוטף
2026-01-18,סירופ וניל,out,0.19,בקבוק,נועה,שימוש שוטף
2026-01-18,סירופ קרמל,out,0.06,בקבוק,דני,שימוש שוטף
2026-01-18,סירופ קרמל,out,0.06,בקבוק,טל,שימוש שוטף
2026-01-18,סירופ קרמל,out,0.06,בקבוק,מיכל,שימוש שוטף
2026-01-18,כוסות קטנות,out,53,יח׳,נועה,שימוש שוטף
2026-01-18,כוסות גדולות take-away,out,18,יח׳,נועה,שימוש שוטף
2026-01-18,כוסות גדולות take-away,out,18,יח׳,מיכל,שימוש שוטף
2026-01-18,כוסות גדולות take-away,out,18,יח׳,מיכל,שימוש שוטף
2026-01-18,מכסים,out,76,יח׳,מיכל,שימוש שוטף
2026-01-18,מפיות,out,1,חבילה,נועה,שימוש שוטף
2026-01-18,מפיות,out,1,חבילה,מיכל,שימוש שוטף
2026-01-18,שקיות נייר,out,34,יח׳,טל,שימוש שוטף
2026-01-18,שקיות נייר,waste,5,יח׳,נועה,פג תוקף
2026-01-19,קרואסון חמאה,in,36,יח׳,מיכל,הזמנה שבועית — הוזמן יותר מדי (התראה לרונית)
2026-01-19,קרואסון שוקולד,in,24,יח׳,דני,הזמנה שבועית — הוזמן יותר מדי (התראה לרונית)
2026-01-19,מאפה גבינה,in,11,יח׳,נועה,משלוח רגיל
2026-01-19,חלב 3%,out,8.91,ליטר,נועה,שימוש שוטף
2026-01-19,חלב 3%,out,8.91,ליטר,מיכל,שימוש שוטף
2026-01-19,חלב שיבולת שועל,out,9.91,ליטר,דני,שימוש שוטף
2026-01-19,חלב שקדים,out,1.0,ליטר,מיכל,שימוש שוטף
2026-01-19,חלב שקדים,out,1.0,ליטר,מיכל,שימוש שוטף
2026-01-19,חלב שקדים,out,1.0,ליטר,נועה,שימוש שוטף
2026-01-19,חלב סויה,out,0.92,ליטר,נועה,שימוש שוטף
2026-01-19,חלב סויה,out,0.92,ליטר,טל,שימוש שוטף
2026-01-19,חלב ללא לקטוז,out,0.57,ליטר,דני,שימוש שוטף
2026-01-19,חלב ללא לקטוז,out,0.57,ליטר,דני,שימוש שוטף
2026-01-19,שמנת מתוקה,out,1.15,ליטר,מיכל,שימוש שוטף
2026-01-19,שמנת מתוקה,out,1.15,ליטר,מיכל,שימוש שוטף
2026-01-19,פולי ערביקה,out,1.08,"ק""ג",מיכל,שימוש שוטף
2026-01-19,פולי ערביקה,out,1.08,"ק""ג",נועה,שימוש שוטף
2026-01-19,פולי ערביקה,out,1.08,"ק""ג",דני,שימוש שוטף
2026-01-19,פולי רובוסטה,out,0.75,"ק""ג",נועה,שימוש שוטף
2026-01-19,פולי דקאף,out,0.08,"ק""ג",דני,שימוש שוטף
2026-01-19,פולי דקאף,out,0.08,"ק""ג",נועה,שימוש שוטף
2026-01-19,פולי דקאף,out,0.08,"ק""ג",מיכל,שימוש שוטף
2026-01-19,קרואסון חמאה,out,5,יח׳,דני,שימוש שוטף
2026-01-19,קרואסון חמאה,out,5,יח׳,מיכל,שימוש שוטף
2026-01-19,קרואסון שוקולד,out,10,יח׳,מיכל,שימוש שוטף
2026-01-19,מאפה גבינה,out,13,יח׳,דני,שימוש שוטף
2026-01-19,לימונים,out,0.84,"ק""ג",דני,שימוש שוטף
2026-01-19,לימונים,out,0.84,"ק""ג",נועה,שימוש שוטף
2026-01-19,נענע,out,1.08,צרור,דני,שימוש שוטף
2026-01-19,נענע,out,1.08,צרור,מיכל,שימוש שוטף
2026-01-19,סוכר לבן,out,0.29,"ק""ג",דני,שימוש שוטף
2026-01-19,סוכר לבן,out,0.29,"ק""ג",טל,שימוש שוטף
2026-01-19,סוכר לבן,out,0.29,"ק""ג",נועה,שימוש שוטף
2026-01-19,סוכריות סוכר,out,55,יח׳,מיכל,שימוש שוטף
2026-01-19,סוכריות סוכר,out,55,יח׳,מיכל,שימוש שוטף
2026-01-19,סירופ וניל,out,0.06,בקבוק,נועה,שימוש שוטף
2026-01-19,סירופ וניל,out,0.06,בקבוק,טל,שימוש שוטף
2026-01-19,סירופ וניל,out,0.06,בקבוק,נועה,שימוש שוטף
2026-01-19,סירופ קרמל,out,0.22,בקבוק,מיכל,שימוש שוטף
2026-01-19,כוסות קטנות,out,24,יח׳,דני,שימוש שוטף
2026-01-19,כוסות קטנות,out,24,יח׳,דני,שימוש שוטף
2026-01-19,כוסות גדולות take-away,out,63,יח׳,נועה,שימוש שוטף
2026-01-19,מכסים,out,36,יח׳,נועה,שימוש שוטף
2026-01-19,מכסים,out,36,יח׳,מיכל,שימוש שוטף
2026-01-19,מכסים,out,36,יח׳,דני,שימוש שוטף
2026-01-19,מפיות,out,1,חבילה,נועה,שימוש שוטף
2026-01-19,שקיות נייר,out,18,יח׳,מיכל,שימוש שוטף
2026-01-19,שקיות נייר,out,18,יח׳,נועה,שימוש שוטף
2026-01-19,חלב 3%,waste,1.08,ליטר,מיכל,תפוגה — נפתח ולא נגמר במשמרת
2026-01-19,קרואסון חמאה,waste,16,יח׳,נועה,שאריות — להוריד הזמנת ראשון מ-40 ל-28
2026-01-20,חלב 3%,in,28,ליטר,נועה,משלוח רגיל
2026-01-20,חלב שיבולת שועל,in,16,ליטר,נועה,משלוח רגיל — חסר מול ההזמנה
2026-01-20,חלב שקדים,in,12,ליטר,טל,משלוח רגיל
2026-01-20,קרואסון חמאה,in,21,יח׳,דני,משלוח רגיל
2026-01-20,קרואסון שוקולד,in,14,יח׳,נועה,משלוח רגיל
2026-01-20,מאפה גבינה,in,11,יח׳,מיכל,משלוח רגיל
2026-01-20,חלב 3%,out,16.14,ליטר,מיכל,שימוש שוטף
2026-01-20,חלב שיבולת שועל,out,4.23,ליטר,דני,שימוש שוטף
2026-01-20,חלב שיבולת שועל,out,4.23,ליטר,מיכל,שימוש שוטף
2026-01-20,חלב שיבולת שועל,out,4.23,ליטר,מיכל,שימוש שוטף
2026-01-20,חלב שקדים,out,0.83,ליטר,נועה,שימוש שוטף
2026-01-20,חלב שקדים,out,0.83,ליטר,נועה,שימוש שוטף
2026-01-20,חלב שקדים,out,0.83,ליטר,טל,שימוש שוטף
2026-01-20,חלב סויה,out,2.15,ליטר,דני,שימוש שוטף
2026-01-20,חלב ללא לקטוז,out,0.63,ליטר,מיכל,שימוש שוטף
2026-01-20,חלב ללא לקטוז,out,0.63,ליטר,מיכל,שימוש שוטף
2026-01-20,שמנת מתוקה,out,0.94,ליטר,נועה,שימוש שוטף
2026-01-20,שמנת מתוקה,out,0.94,ליטר,נועה,שימוש שוטף
2026-01-20,פולי ערביקה,out,3.39,"ק""ג",נועה,שימוש שוטף
2026-01-20,פולי רובוסטה,out,0.37,"ק""ג",דני,שימוש שוטף
2026-01-20,פולי רובוסטה,out,0.37,"ק""ג",טל,שימוש שוטף
2026-01-20,פולי דקאף,out,0.28,"ק""ג",נועה,שימוש שוטף
2026-01-20,קרואסון חמאה,out,8,יח׳,מיכל,שימוש שוטף
2026-01-20,קרואסון חמאה,out,8,יח׳,נועה,שימוש שוטף
2026-01-20,קרואסון שוקולד,out,5,יח׳,דני,שימוש שוטף
2026-01-20,קרואסון שוקולד,out,5,יח׳,דני,שימוש שוטף
2026-01-20,קרואסון שוקולד,out,5,יח׳,מיכל,שימוש שוטף
2026-01-20,מאפה גבינה,out,5,יח׳,דני,שימוש שוטף
2026-01-20,מאפה גבינה,out,5,יח׳,נועה,שימוש שוטף
2026-01-20,מאפה גבינה,out,5,יח׳,דני,שימוש שוטף
2026-01-20,לימונים,out,1.55,"ק""ג",מיכל,שימוש שוטף
2026-01-20,נענע,out,1.09,צרור,נועה,שימוש שוטף
2026-01-20,נענע,out,1.09,צרור,נועה,שימוש שוטף
2026-01-20,נענע,out,1.09,צרור,מיכל,שימוש שוטף
2026-01-20,סוכר לבן,out,0.26,"ק""ג",מיכל,שימוש שוטף
2026-01-20,סוכר לבן,out,0.26,"ק""ג",טל,שימוש שוטף
2026-01-20,סוכר לבן,out,0.26,"ק""ג",נועה,שימוש שוטף
2026-01-20,סוכריות סוכר,out,48,יח׳,מיכל,שימוש שוטף
2026-01-20,סוכריות סוכר,out,48,יח׳,נועה,שימוש שוטף
2026-01-20,סוכריות סוכר,out,48,יח׳,דני,שימוש שוטף
2026-01-20,סירופ וניל,out,0.05,בקבוק,נועה,שימוש שוטף
2026-01-20,סירופ וניל,out,0.05,בקבוק,נועה,שימוש שוטף
2026-01-20,סירופ וניל,out,0.05,בקבוק,נועה,שימוש שוטף
2026-01-20,סירופ קרמל,out,0.09,בקבוק,טל,שימוש שוטף
2026-01-20,סירופ קרמל,out,0.09,בקבוק,נועה,שימוש שוטף
2026-01-20,כוסות קטנות,out,28,יח׳,דני,שימוש שוטף
2026-01-20,כוסות קטנות,out,28,יח׳,דני,שימוש שוטף
2026-01-20,כוסות גדולות take-away,out,26,יח׳,מיכל,שימוש שוטף
2026-01-20,כוסות גדולות take-away,out,26,יח׳,דני,שימוש שוטף
2026-01-20,מכסים,out,40,יח׳,טל,שימוש שוטף
2026-01-20,מכסים,out,40,יח׳,דני,שימוש שוטף
2026-01-20,מכסים,out,40,יח׳,מיכל,שימוש שוטף
2026-01-20,מפיות,out,1,חבילה,נועה,שימוש שוטף
2026-01-20,מפיות,out,1,חבילה,נועה,שימוש שוטף
2026-01-20,מפיות,out,1,חבילה,דני,שימוש שוטף
2026-01-20,שקיות נייר,out,24,יח׳,דני,שימוש שוטף
2026-01-20,חלב שיבולת שועל,out,5,ליטר,נועה,נגמר 11:00 — להגדיל הזמנה ל-12 ליטר במקום 9
2026-01-20,קרואסון חמאה,waste,7,יח׳,דני,שאריות מאתמול — לא נמכרו
2026-01-20,קרואסון שוקולד,waste,2,יח׳,נועה,שאריות מאתמול — לא נמכרו
2026-01-21,חלב סויה,in,10,ליטר,נועה,משלוח רגיל
2026-01-21,חלב ללא לקטוז,in,6,ליטר,נועה,משלוח רגיל
2026-01-21,שמנת מתוקה,in,6,ליטר,נועה,משלוח רגיל
2026-01-21,פולי ערביקה,in,18,"ק""ג",נועה,משלוח רגיל
2026-01-21,פולי דקאף,in,6,"ק""ג",נועה,משלוח רגיל
2026-01-21,קרואסון חמאה,in,23,יח׳,דני,משלוח רגיל
2026-01-21,קרואסון שוקולד,in,15,יח׳,מיכל,משלוח רגיל
2026-01-21,מאפה גבינה,in,12,יח׳,מיכל,משלוח רגיל
2026-01-21,לימונים,in,4,"ק""ג",טל,משלוח רגיל
2026-01-21,נענע,in,9,צרור,דני,משלוח רגיל
2026-01-21,סוכריות סוכר,in,871,יח׳,נועה,משלוח רגיל
2026-01-21,כוסות קטנות,in,320,יח׳,דני,משלוח רגיל
2026-01-21,כוסות גדולות take-away,in,346,יח׳,מיכל,משלוח רגיל
2026-01-21,מכסים,in,515,יח׳,טל,משלוח רגיל
2026-01-21,שקיות נייר,in,238,יח׳,נועה,משלוח רגיל
2026-01-21,חלב 3%,out,5.05,ליטר,טל,שימוש שוטף
2026-01-21,חלב 3%,out,5.05,ליטר,טל,שימוש שוטף
2026-01-21,חלב 3%,out,5.05,ליטר,מיכל,שימוש שוטף
2026-01-21,חלב שיבולת שועל,out,12.36,ליטר,נועה,שימוש שוטף
2026-01-21,חלב שקדים,out,3.0,ליטר,מיכל,שימוש שוטף
2026-01-21,חלב סויה,out,2.03,ליטר,נועה,שימוש שוטף
2026-01-21,חלב ללא לקטוז,out,0.37,ליטר,טל,שימוש שוטף
2026-01-21,חלב ללא לקטוז,out,0.37,ליטר,דני,שימוש שוטף
2026-01-21,שמנת מתוקה,out,2.18,ליטר,מיכל,שימוש שוטף
2026-01-21,פולי ערביקה,out,0.92,"ק""ג",דני,שימוש שוטף
2026-01-21,פולי ערביקה,out,0.92,"ק""ג",מיכל,שימוש שוטף
2026-01-21,פולי ערביקה,out,0.92,"ק""ג",נועה,שימוש שוטף
2026-01-21,פולי רובוסטה,out,0.23,"ק""ג",דני,שימוש שוטף
2026-01-21,פולי רובוסטה,out,0.23,"ק""ג",מיכל,שימוש שוטף
2026-01-21,פולי רובוסטה,out,0.23,"ק""ג",נועה,שימוש שוטף
2026-01-21,פולי דקאף,out,0.12,"ק""ג",דני,שימוש שוטף
2026-01-21,פולי דקאף,out,0.12,"ק""ג",נועה,שימוש שוטף
2026-01-21,פולי דקאף,out,0.12,"ק""ג",נועה,שימוש שוטף
2026-01-21,קרואסון חמאה,out,17,יח׳,מיכל,שימוש שוטף
2026-01-21,קרואסון שוקולד,out,9,יח׳,נועה,שימוש שוטף
2026-01-21,קרואסון שוקולד,out,9,יח׳,דני,שימוש שוטף
2026-01-21,מאפה גבינה,out,3,יח׳,מיכל,שימוש שוטף
2026-01-21,מאפה גבינה,out,3,יח׳,נועה,שימוש שוטף
2026-01-21,מאפה גבינה,out,3,יח׳,טל,שימוש שוטף
2026-01-21,לימונים,out,1.14,"ק""ג",נועה,שימוש שוטף
2026-01-21,נענע,out,0.94,צרור,מיכל,שימוש שוטף
2026-01-21,נענע,out,0.94,צרור,נועה,שימוש שוטף
2026-01-21,נענע,out,0.94,צרור,נועה,שימוש שוטף
2026-01-21,סוכר לבן,out,0.33,"ק""ג",דני,שימוש שוטף
2026-01-21,סוכר לבן,out,0.33,"ק""ג",נועה,שימוש שוטף
2026-01-21,סוכריות סוכר,out,35,יח׳,נועה,שימוש שוטף
2026-01-21,סוכריות סוכר,out,35,יח׳,נועה,שימוש שוטף
2026-01-21,סוכריות סוכר,out,35,יח׳,נועה,שימוש שוטף
2026-01-21,סירופ וניל,out,0.04,בקבוק,נועה,שימוש שוטף
2026-01-21,סירופ וניל,out,0.04,בקבוק,נועה,שימוש שוטף
2026-01-21,סירופ וניל,out,0.04,בקבוק,נועה,שימוש שוטף
2026-01-21,סירופ קרמל,out,0.08,בקבוק,נועה,שימוש שוטף
2026-01-21,סירופ קרמל,out,0.08,בקבוק,נועה,שימוש שוטף
2026-01-21,כוסות קטנות,out,17,יח׳,נועה,שימוש שוטף
2026-01-21,כוסות קטנות,out,17,יח׳,דני,שימוש שוטף
2026-01-21,כוסות גדולות take-away,out,56,יח׳,נועה,שימוש שוטף
2026-01-21,מכסים,out,99,יח׳,נועה,שימוש שוטף
2026-01-21,מפיות,out,1,חבילה,נועה,שימוש שוטף
2026-01-21,שקיות נייר,out,17,יח׳,נועה,שימוש שוטף
2026-01-21,שקיות נייר,out,17,יח׳,נועה,שימוש שוטף
2026-01-21,חלב 3%,waste,0.94,ליטר,דני,תפוגה — נפתח ולא נגמר במשמרת
2026-01-21,קרואסון חמאה,waste,3,יח׳,דני,שאריות מאתמול — לא נמכרו
2026-01-21,חלב 3%,waste,4.5,ליטר,נועה,"פתחנו 6 קרטונים בבוקר רביעי — נגמרו רק 3, השאר הלך"
2026-01-22,חלב 3%,in,29,ליטר,נועה,משלוח רגיל
2026-01-22,חלב שיבולת שועל,in,13,ליטר,מיכל,משלוח רגיל — חסר מול ההזמנה
2026-01-22,קרואסון חמאה,in,22,יח׳,מיכל,משלוח רגיל
2026-01-22,קרואסון שוקולד,in,15,יח׳,נועה,משלוח רגיל
2026-01-22,מאפה גבינה,in,12,יח׳,מיכל,משלוח רגיל
2026-01-22,חלב 3%,out,13.65,ליטר,נועה,שימוש שוטף
2026-01-22,חלב שיבולת שועל,out,5.47,ליטר,מיכל,שימוש שוטף
2026-01-22,חלב שיבולת שועל,out,5.47,ליטר,מיכל,שימוש שוטף
2026-01-22,חלב שקדים,out,2.64,ליטר,מיכל,שימוש שוטף
2026-01-22,חלב סויה,out,0.89,ליטר,מיכל,שימוש שוטף
2026-01-22,חלב סויה,out,0.89,ליטר,מיכל,שימוש שוטף
2026-01-22,חלב ללא לקטוז,out,0.36,ליטר,מיכל,שימוש שוטף
2026-01-22,חלב ללא לקטוז,out,0.36,ליטר,מיכל,שימוש שוטף
2026-01-22,חלב ללא לקטוז,out,0.36,ליטר,נועה,שימוש שוטף
2026-01-22,שמנת מתוקה,out,0.92,ליטר,מיכל,שימוש שוטף
2026-01-22,שמנת מתוקה,out,0.92,ליטר,נועה,שימוש שוטף
2026-01-22,פולי ערביקה,out,3.11,"ק""ג",נועה,שימוש שוטף
2026-01-22,פולי רובוסטה,out,0.38,"ק""ג",נועה,שימוש שוטף
2026-01-22,פולי רובוסטה,out,0.38,"ק""ג",מיכל,שימוש שוטף
2026-01-22,פולי דקאף,out,0.36,"ק""ג",מיכל,שימוש שוטף
2026-01-22,קרואסון חמאה,out,18,יח׳,נועה,שימוש שוטף
2026-01-22,קרואסון שוקולד,out,4,יח׳,נועה,שימוש שוטף
2026-01-22,קרואסון שוקולד,out,4,יח׳,נועה,שימוש שוטף
2026-01-22,קרואסון שוקולד,out,4,יח׳,מיכל,שימוש שוטף
2026-01-22,מאפה גבינה,out,6,יח׳,מיכל,שימוש שוטף
2026-01-22,מאפה גבינה,out,6,יח׳,נועה,שימוש שוטף
2026-01-22,לימונים,out,1.74,"ק""ג",מיכל,שימוש שוטף
2026-01-22,נענע,out,1.07,צרור,נועה,שימוש שוטף
2026-01-22,נענע,out,1.07,צרור,מיכל,שימוש שוטף
2026-01-22,נענע,out,1.07,צרור,מיכל,שימוש שוטף
2026-01-22,סוכר לבן,out,0.51,"ק""ג",נועה,שימוש שוטף
2026-01-22,סוכר לבן,out,0.51,"ק""ג",נועה,שימוש שוטף
2026-01-22,סוכריות סוכר,out,45,יח׳,נועה,שימוש שוטף
2026-01-22,סוכריות סוכר,out,45,יח׳,מיכל,שימוש שוטף
2026-01-22,סוכריות סוכר,out,45,יח׳,נועה,שימוש שוטף
2026-01-22,סירופ וניל,out,0.09,בקבוק,נועה,שימוש שוטף
2026-01-22,סירופ וניל,out,0.09,בקבוק,נועה,שימוש שוטף
